dept_code;dept_name;muni_code;muni_name;muni_name;poblacion_2025;CEN/POP;VOTE DIF;AVEWIN;LANDSLIDE;area_km2;Pop/km2;mesas_total;censo_mujeres;censo_hombres;puestos;Personas/puesto;mesas_censo;mesas_escrutadas;Personas/mesa;DIF-MESAS;Elect/poblacion;censo_electoral;votantes;% votantes;votos_validos;votos_nulos;votos_blancos;cepeda;espriella;% blanco;% nulos;%cepeda;%espriella;SUM;DIF
15;CUNDINAMARCA;79;FOMEQUE;FOMEQUE;14.121;70,39 %;4.672;TRUE;TRUE;556;25;30;4.762;5.178;4;2.485;30;30;331;0;70,39 %;9.940;7.476;75,21 %;7.435;33;93;1.335;6.007;1,24 %;0,44 %;17,86 %;80,35 %;99,89 %;-8
7;BOYACA;226;SABOYA;SABOYA;14.122;74,45 %;2.969;TRUE;FALSE;246;57;35;5.062;5.452;8;1.314;35;35;300;0;74,45 %;10.514;7.483;71,17 %;7.387;89;120;2.149;5.118;1,60 %;1,19 %;28,72 %;68,40 %;99,91 %;-7
15;CUNDINAMARCA;220;SAN ANTONIO DEL TEQUENDAMA;SAN ANTONIO DEL TEQUENDAMA;14.149;67,38 %;1.657;TRUE;FALSE;82;173;28;4.700;4.833;2;4.767;28;28;340;0;67,38 %;9.533;6.827;71,61 %;6.778;46;81;2.520;4.177;1,19 %;0,67 %;36,91 %;61,18 %;99,96 %;-3
23;NARIÑO;47;FRANCISCO PIZARRO (SALAHONDA);FRANCISCO PIZARRO (SALAHONDA);14.187;49,70 %;-3.889;FALSE;FALSE;956;15;26;3.437;3.614;10;705;26;26;271;0;49,70 %;7.051;4.179;59,27 %;4.153;22;24;4.009;120;0,57 %;0,53 %;95,93 %;2,87 %;99,90 %;-4
19;HUILA;58;PITAL;PITAL;14.260;74,33 %;3.208;TRUE;TRUE;203;70;31;5.086;5.514;3;3.533;31;31;342;0;74,33 %;10.600;7.026;66,28 %;6.967;50;101;1.829;5.037;1,44 %;0,71 %;26,03 %;71,69 %;99,87 %;-9
23;NARIÑO;43;EL TABLON;EL TABLON;14.290;86,13 %;-2.312;FALSE;FALSE;255;56;37;5.982;6.326;6;2.051;37;37;333;0;86,13 %;12.308;8.324;67,63 %;8.255;52;115;5.226;2.914;1,38 %;0,62 %;62,78 %;35,01 %;99,80 %;-17
15;CUNDINAMARCA;34;CAPARRAPI;CAPARRAPI;14.327;74,95 %;4.587;TRUE;TRUE;616;23;35;4.818;5.920;12;895;35;35;307;0;74,95 %;10.738;6.559;61,08 %;6.511;36;66;929;5.516;1,01 %;0,55 %;14,16 %;84,10 %;99,82 %;-12
1;ANTIOQUIA;160;JERICO;JERICO;14.354;79,96 %;3.997;TRUE;TRUE;179;80;34;5.732;5.746;3;3.826;34;34;338;0;79,96 %;11.478;7.494;65,29 %;7.401;75;130;1.637;5.634;1,73 %;1,00 %;21,84 %;75,18 %;99,76 %;-18
27;SANTANDER;74;EL PLAYON;EL PLAYON;14.404;92,32 %;4.705;TRUE;TRUE;467;31;44;6.137;7.161;13;1.023;44;44;302;0;92,32 %;13.298;8.246;62,01 %;8.145;91;90;1.675;6.380;1,09 %;1,10 %;20,31 %;77,37 %;99,88 %;-10
17;CHOCO;4;ACANDI;ACANDI;14.493;75,41 %;-17;FALSE;FALSE;1.551;9;36;5.388;5.541;10;1.093;36;36;304;0;75,41 %;10.929;5.198;47,56 %;5.153;28;62;2.554;2.537;1,19 %;0,54 %;49,13 %;48,81 %;99,67 %;-17
11;CAUCA;85;SOTARA (PAISPAMBA);SOTARA (PAISPAMBA);14.555;52,70 %;-2.105;FALSE;FALSE;517;28;29;3.796;3.874;14;548;29;29;264;0;52,70 %;7.670;5.319;69,35 %;5.250;59;89;3.633;1.528;1,67 %;1,11 %;68,30 %;28,73 %;99,81 %;-10
29;TOLIMA;105;SALDAÑA;SALDAÑA;14.580;89,21 %;2.266;TRUE;FALSE;214;68;38;6.426;6.581;5;2.601;38;38;342;0;89,21 %;13.007;8.324;64,00 %;8.236;73;108;2.931;5.197;1,30 %;0,88 %;35,21 %;62,43 %;99,82 %;-15
31;VALLE;4;ALCALA;ALCALA;14.581;86,44 %;605;TRUE;FALSE;64;228;38;6.162;6.442;5;2.521;38;38;332;0;86,44 %;12.604;7.123;56,51 %;6.978;119;109;3.132;3.737;1,53 %;1,67 %;43,97 %;52,46 %;99,63 %;-26
54;GUAVIARE;7;EL RETORNO;EL RETORNO;14.610;68,80 %;1.667;TRUE;FALSE;11.618;1;33;4.170;5.881;8;1.256;33;33;305;0;68,80 %;10.051;5.564;55,36 %;5.454;97;115;1.836;3.503;2,07 %;1,74 %;33,00 %;62,96 %;99,77 %;-13
31;VALLE;100;TORO;TORO;14.674;87,34 %;2.554;TRUE;FALSE;166;88;43;6.490;6.326;12;1.068;43;43;298;0;87,34 %;12.816;6.933;54,10 %;6.827;94;97;2.088;4.642;1,40 %;1,36 %;30,12 %;66,96 %;99,83 %;-12
28;SUCRE;190;SAN JUAN DE BETULIA (BETULIA);SAN JUAN DE BETULIA (BETULIA);14.675;83,71 %;-1.433;FALSE;FALSE;199;74;39;6.004;6.280;7;1.755;39;39;315;0;83,71 %;12.284;8.520;69,36 %;8.494;21;77;4.925;3.492;0,90 %;0,25 %;57,81 %;40,99 %;99,94 %;-5
1;ANTIOQUIA;286;VALDIVIA;VALDIVIA;14.769;85,27 %;-211;FALSE;FALSE;545;27;37;5.926;6.668;3;4.198;37;37;340;0;85,27 %;12.594;4.742;37,65 %;4.657;57;80;2.394;2.183;1,69 %;1,20 %;50,49 %;46,04 %;99,41 %;-28
29;TOLIMA;82;NATAGAIMA;NATAGAIMA;14.780;100,45 %;-1.034;FALSE;FALSE;860;17;45;7.052;7.795;8;1.856;45;45;330;0;100,45 %;14.847;8.786;59,18 %;8.706;62;62;4.839;3.805;0,71 %;0,71 %;55,08 %;43,31 %;99,80 %;-18
52;META;40;GUAMAL;GUAMAL;14.807;94,03 %;4.253;TRUE;FALSE;785;19;40;6.774;7.149;3;4.641;40;40;348;0;94,03 %;13.923;10.624;76,31 %;10.452;164;143;3.028;7.281;1,35 %;1,54 %;28,50 %;68,53 %;99,92 %;-8
5;BOLIVAR;15;CICUCO;CICUCO;14.814;78,80 %;-1.118;FALSE;FALSE;103;144;36;5.668;6.005;6;1.946;36;36;324;0;78,80 %;11.673;6.210;53,20 %;6.179;23;35;3.631;2.513;0,56 %;0,37 %;58,47 %;40,47 %;99,87 %;-8
23;NARIÑO;124;SAN PABLO;SAN PABLO;14.823;80,27 %;-6.335;FALSE;FALSE;108;137;40;6.078;5.821;11;1.082;40;40;297;0;80,27 %;11.899;8.894;74,75 %;8.706;169;157;7.442;1.107;1,77 %;1,90 %;83,67 %;12,45 %;99,79 %;-19
48;LA GUAJIRA;8;DISTRACCION;DISTRACCION;14.987;77,30 %;-930;FALSE;FALSE;232;65;36;5.468;6.117;7;1.655;36;36;322;0;77,30 %;11.585;6.149;53,08 %;6.113;30;61;3.491;2.561;0,99 %;0,49 %;56,77 %;41,65 %;99,90 %;-6
1;ANTIOQUIA;187;MUTATA;MUTATA;15.069;109,31 %;-1.450;FALSE;FALSE;1.106;14;48;7.987;8.485;5;3.294;48;48;343;0;109,31 %;16.472;7.353;44,64 %;7.283;48;75;4.329;2.879;1,02 %;0,65 %;58,87 %;39,15 %;99,70 %;-22
1;ANTIOQUIA;168;PUERTO NARE-LA MAGDALENA;PUERTO NARE-LA MAGDALENA;15.123;81,06 %;3;TRUE;FALSE;660;23;38;5.905;6.353;6;2.043;38;38;323;0;81,06 %;12.258;6.750;55,07 %;6.680;57;79;3.299;3.302;1,17 %;0,84 %;48,87 %;48,92 %;99,81 %;-13
44;CAQUETA;7;LA MONTAÑITA;LA MONTAÑITA;15.167;82,90 %;-2.342;FALSE;FALSE;1.484;10;38;5.639;6.935;5;2.515;38;38;331;0;82,90 %;12.574;8.206;65,26 %;8.090;93;170;5.131;2.789;2,07 %;1,13 %;62,53 %;33,99 %;99,72 %;-23
27;SANTANDER;124;LOS SANTOS;LOS SANTOS;15.175;70,67 %;4.869;TRUE;TRUE;242;63;33;5.152;5.572;6;1.787;33;33;325;0;70,67 %;10.724;8.062;75,18 %;7.985;62;120;1.498;6.367;1,49 %;0,77 %;18,58 %;78,98 %;99,81 %;-15
25;NORTE DE SAN;37;EL CARMEN;EL CARMEN;15.178;75,17 %;1.903;TRUE;FALSE;1.723;9;45;5.131;6.278;24;475;45;45;254;0;75,17 %;11.409;6.364;55,78 %;6.314;40;53;2.179;4.082;0,83 %;0,63 %;34,24 %;64,14 %;99,84 %;-10
27;SANTANDER;166;PUENTE NACIONAL;PUENTE NACIONAL;15.231;86,83 %;2.901;TRUE;FALSE;248;61;44;6.448;6.777;15;882;44;44;301;0;86,83 %;13.225;9.047;68,41 %;8.959;77;112;2.973;5.874;1,24 %;0,85 %;32,86 %;64,93 %;99,88 %;-11
15;CUNDINAMARCA;331;VIOTA;VIOTA;15.306;79,45 %;1.656;TRUE;FALSE;208;74;37;5.782;6.379;6;2.027;37;37;329;0;79,45 %;12.161;7.839;64,46 %;7.772;54;74;3.021;4.677;0,94 %;0,69 %;38,54 %;59,66 %;99,83 %;-13
23;NARIÑO;38;CHACHAGUI;CHACHAGUI;15.334;75,94 %;-4.513;FALSE;FALSE;148;104;37;5.887;5.758;9;1.294;37;37;315;0;75,94 %;11.645;8.995;77,24 %;8.925;55;80;6.679;2.166;0,89 %;0,61 %;74,25 %;24,08 %;99,83 %;-15
5;BOLIVAR;82;SAN MARTIN DE LOBA;SAN MARTIN DE LOBA;15.427;84,95 %;131;TRUE;FALSE;442;35;40;6.083;7.023;7;1.872;40;40;328;0;84,95 %;13.106;6.829;52,11 %;6.794;27;33;3.315;3.446;0,48 %;0,40 %;48,54 %;50,46 %;99,88 %;-8
5;BOLIVAR;91;SANTA CATALINA;SANTA CATALINA;15.480;92,55 %;-3.818;FALSE;FALSE;153;101;43;7.060;7.267;6;2.388;43;43;333;0;92,55 %;14.327;7.619;53,18 %;7.593;12;61;5.675;1.857;0,80 %;0,16 %;74,48 %;24,37 %;99,82 %;-14
15;CUNDINAMARCA;244;SIMIJACA;SIMIJACA;15.509;66,33 %;2.758;TRUE;FALSE;107;145;31;5.247;5.040;3;3.429;31;31;332;0;66,33 %;10.287;7.393;71,87 %;7.307;77;123;2.213;4.971;1,66 %;1,04 %;29,93 %;67,24 %;99,88 %;-9
23;NARIÑO;31;CORDOBA;CORDOBA;15.509;73,69 %;-5.596;FALSE;FALSE;98;158;35;5.883;5.546;6;1.905;35;35;327;0;73,69 %;11.429;8.196;71,71 %;8.154;34;76;6.837;1.241;0,93 %;0,41 %;83,42 %;15,14 %;99,90 %;-8
1;ANTIOQUIA;157;JARDIN;JARDIN;15.531;86,15 %;3.884;TRUE;FALSE;224;69;39;6.626;6.754;3;4.460;39;39;343;0;86,15 %;13.380;9.336;69,78 %;9.274;42;202;2.594;6.478;2,16 %;0,45 %;27,78 %;69,39 %;99,79 %;-20
1;ANTIOQUIA;94;COCORNA;COCORNA;15.534;95,29 %;6.575;TRUE;TRUE;210;74;46;7.266;7.536;8;1.850;46;46;322;0;95,29 %;14.802;9.522;64,33 %;9.396;64;101;1.360;7.935;1,06 %;0,67 %;14,28 %;83,33 %;99,35 %;-62
13;CORDOBA;20;LA APARTADA (FRONTERA);LA APARTADA (FRONTERA);15.543;84,08 %;-3.608;FALSE;FALSE;240;65;39;6.318;6.751;5;2.614;39;39;335;0;84,08 %;13.069;7.490;57,31 %;7.428;43;78;5.479;1.871;1,04 %;0,57 %;73,15 %;24,98 %;99,75 %;-19
28;SUCRE;120;PALMITO;PALMITO;15.572;86,36 %;-2.678;FALSE;FALSE;176;88;43;6.444;7.004;10;1.345;43;43;313;0;86,36 %;13.448;9.131;67,90 %;9.083;32;67;5.847;3.169;0,73 %;0,35 %;64,03 %;34,71 %;99,82 %;-16
31;VALLE;85;RESTREPO;RESTREPO;15.607;104,39 %;-43;FALSE;FALSE;237;66;53;8.043;8.249;14;1.164;53;53;307;0;104,39 %;16.292;9.203;56,49 %;9.077;107;116;4.502;4.459;1,26 %;1,16 %;48,92 %;48,45 %;99,79 %;-19
15;CUNDINAMARCA;112;GUACHETA;GUACHETA;15.706;60,98 %;3.080;TRUE;TRUE;177;89;28;4.704;4.873;2;4.789;28;28;342;0;60,98 %;9.577;6.689;69,84 %;6.566;108;162;1.662;4.742;2,42 %;1,61 %;24,85 %;70,89 %;99,78 %;-15
24;RISARALDA;94;SANTUARIO;SANTUARIO;15.715;75,14 %;2.496;TRUE;FALSE;226;70;37;5.496;6.313;6;1.968;37;37;319;0;75,14 %;11.809;6.127;51,88 %;5.999;91;121;1.691;4.187;1,97 %;1,49 %;27,60 %;68,34 %;99,40 %;-37
5;BOLIVAR;10;BARRANCO DE LOBA;BARRANCO DE LOBA;15.721;83,21 %;1.438;TRUE;FALSE;416;38;40;6.016;7.065;7;1.869;40;40;327;0;83,21 %;13.081;6.549;50,06 %;6.524;15;50;2.518;3.956;0,76 %;0,23 %;38,45 %;60,41 %;99,85 %;-10
9;CALDAS;79;PACORA;PACORA;15.743;76,10 %;4.422;TRUE;TRUE;265;59;40;5.795;6.186;9;1.331;40;40;300;0;76,10 %;11.981;7.413;61,87 %;7.261;115;151;1.344;5.766;2,04 %;1,55 %;18,13 %;77,78 %;99,50 %;-37
13;CORDOBA;9;CANALETE;CANALETE;15.766;117,11 %;-1.953;FALSE;FALSE;394;40;59;8.598;9.866;13;1.420;59;59;313;0;117,11 %;18.464;10.389;56,27 %;10.342;26;57;6.119;4.166;0,55 %;0,25 %;58,90 %;40,10 %;99,80 %;-21
31;VALLE;88;RIOFRIO;RIOFRIO;15.769;101,42 %;543;TRUE;FALSE;280;56;49;7.741;8.252;9;1.777;49;49;326;0;101,42 %;15.993;9.121;57,03 %;9.018;87;125;4.175;4.718;1,37 %;0,95 %;45,77 %;51,73 %;99,82 %;-16
15;CUNDINAMARCA;218;RICAURTE;RICAURTE;15.849;84,64 %;2.027;TRUE;FALSE;1.211;13;40;6.622;6.793;3;4.472;40;40;335;0;84,64 %;13.415;8.858;66,03 %;8.781;73;104;3.325;5.352;1,17 %;0,82 %;37,54 %;60,42 %;99,95 %;-4
7;BOYACA;8;AQUITANIA (PUEBLOVIEJO);AQUITANIA (PUEBLOVIEJO);15.852;81,62 %;5.293;TRUE;TRUE;828;19;45;6.342;6.597;14;924;45;45;288;0;81,62 %;12.939;8.977;69,38 %;8.896;62;83;1.760;7.053;0,92 %;0,69 %;19,61 %;78,57 %;99,79 %;-19
5;BOLIVAR;18;CLEMENCIA;CLEMENCIA;16.006;82,56 %;-2.109;FALSE;FALSE;95;168;39;6.525;6.689;3;4.405;39;39;339;0;82,56 %;13.214;7.295;55,21 %;7.238;37;69;4.639;2.530;0,95 %;0,51 %;63,59 %;34,68 %;99,73 %;-20
31;VALLE;16;BOLIVAR;BOLIVAR;16.025;82,58 %;1.879;TRUE;FALSE;602;27;47;6.411;6.823;15;882;47;47;282;0;82,58 %;13.234;7.936;59,97 %;7.846;73;99;2.934;4.813;1,25 %;0,92 %;36,97 %;60,65 %;99,79 %;-17
15;CUNDINAMARCA;175;NEMOCON;NEMOCON;16.027;73,17 %;363;TRUE;FALSE;194;83;34;5.858;5.869;3;3.909;34;34;345;0;73,17 %;11.727;9.029;76,99 %;8.866;157;135;4.184;4.547;1,50 %;1,74 %;46,34 %;50,36 %;99,93 %;-6
17;CHOCO;26;MEDIO BAUDO (PUERTO MELUK);MEDIO BAUDO (PUERTO MELUK);16.056;61,04 %;-4.071;FALSE;FALSE;4.840;3;37;4.783;5.018;18;545;37;37;265;0;61,04 %;9.801;4.633;47,27 %;4.614;14;15;4.335;264;0,32 %;0,30 %;93,57 %;5,70 %;99,89 %;-5
15;CUNDINAMARCA;13;ANOLAIMA;ANOLAIMA;16.077;75,95 %;3.333;TRUE;FALSE;119;135;36;5.791;6.419;4;3.053;36;36;339;0;75,95 %;12.210;8.282;67,83 %;8.208;65;135;2.370;5.703;1,63 %;0,78 %;28,62 %;68,86 %;99,89 %;-9
9;CALDAS;82;PALESTINA;PALESTINA;16.109;92,46 %;1.509;TRUE;FALSE;220;73;44;7.000;7.895;4;3.724;44;44;339;0;92,46 %;14.895;8.488;56,99 %;8.309;160;126;3.337;4.846;1,48 %;1,89 %;39,31 %;57,09 %;99,78 %;-19
64;PUTUMAYO;19;SIBUNDOY;SIBUNDOY;16.116;70,48 %;-4.428;FALSE;FALSE;64;252;33;5.937;5.421;1;11.358;33;33;344;0;70,48 %;11.358;8.327;73,31 %;8.273;43;93;6.304;1.876;1,12 %;0,52 %;75,71 %;22,53 %;99,87 %;-11
1;ANTIOQUIA;265;SOPETRAN;SOPETRAN;16.245;84,70 %;3.373;TRUE;FALSE;223;73;43;6.740;7.019;7;1.966;43;43;320;0;84,70 %;13.759;8.301;60,33 %;8.217;63;126;2.359;5.732;1,52 %;0,76 %;28,42 %;69,05 %;99,75 %;-21
52;META;10;CASTILLA LA NUEVA;CASTILLA LA NUEVA;16.285;82,54 %;2.177;TRUE;FALSE;503;32;40;6.353;7.089;4;3.361;40;40;336;0;82,54 %;13.442;10.262;76,34 %;10.017;242;170;3.835;6.012;1,66 %;2,36 %;37,37 %;58,59 %;99,97 %;-3
1;ANTIOQUIA;76;CAÑASGORDAS;CAÑASGORDAS;16.287;91,78 %;5.356;TRUE;TRUE;391;42;43;7.048;7.900;6;2.491;43;43;348;0;91,78 %;14.948;8.511;56,94 %;8.437;49;115;1.483;6.839;1,35 %;0,58 %;17,42 %;80,35 %;99,71 %;-25
28;SUCRE;80;MORROA;MORROA;16.402;96,06 %;-2.990;FALSE;FALSE;161;102;50;7.667;8.089;12;1.313;50;50;315;0;96,06 %;15.756;10.479;66,51 %;10.416;52;80;6.663;3.673;0,76 %;0,50 %;63,58 %;35,05 %;99,90 %;-11
1;ANTIOQUIA;238;SAN RAFAEL;SAN RAFAEL;16.404;84,11 %;4.322;TRUE;TRUE;362;45;41;6.676;7.122;4;3.450;41;41;337;0;84,11 %;13.798;8.260;59,86 %;8.159;71;147;1.845;6.167;1,78 %;0,86 %;22,34 %;74,66 %;99,64 %;-30
7;BOYACA;337;VENTAQUEMADA;VENTAQUEMADA;16.413;72,96 %;2.063;TRUE;FALSE;159;103;35;5.978;5.997;2;5.988;35;35;342;0;72,96 %;11.975;8.216;68,61 %;8.117;87;118;2.968;5.031;1,44 %;1,06 %;36,12 %;61,23 %;99,85 %;-12
31;VALLE;118;YOTOCO;YOTOCO;16.518;94,85 %;-2.306;FALSE;FALSE;321;51;51;7.927;7.740;13;1.205;51;51;307;0;94,85 %;15.667;9.545;60,92 %;9.434;92;124;5.808;3.502;1,30 %;0,96 %;60,85 %;36,69 %;99,80 %;-19
1;ANTIOQUIA;226;SAN CARLOS;SAN CARLOS;16.559;94,41 %;5.215;TRUE;TRUE;505;33;48;7.439;8.194;6;2.606;48;48;326;0;94,41 %;15.633;9.304;59,52 %;9.235;44;146;1.937;7.152;1,57 %;0,47 %;20,82 %;76,87 %;99,73 %;-25
28;SUCRE;20;CAIMITO;CAIMITO;16.577;63,42 %;-2.427;FALSE;FALSE;407;41;37;4.978;5.535;13;809;37;37;284;0;63,42 %;10.513;6.855;65,20 %;6.826;17;47;4.603;2.176;0,69 %;0,25 %;67,15 %;31,74 %;99,82 %;-12
1;ANTIOQUIA;55;BETULIA;BETULIA;16.648;82,96 %;4.749;TRUE;TRUE;324;51;42;6.488;7.323;6;2.302;42;42;329;0;82,96 %;13.811;6.637;48,06 %;6.579;36;114;858;5.607;1,72 %;0,54 %;12,93 %;84,48 %;99,67 %;-22
12;CESAR;450;GAMARRA;GAMARRA;16.650;69,19 %;1.982;TRUE;FALSE;320;52;38;5.561;5.959;9;1.280;38;38;303;0;69,19 %;11.520;7.043;61,14 %;7.010;23;54;2.487;4.469;0,77 %;0,33 %;35,31 %;63,45 %;99,86 %;-10
64;PUTUMAYO;26;PUERTO CAICEDO;PUERTO CAICEDO;16.669;64,83 %;-4.471;FALSE;FALSE;864;19;34;5.123;5.683;7;1.544;34;34;318;0;64,83 %;10.806;7.414;68,61 %;7.257;130;158;5.785;1.314;2,13 %;1,75 %;78,03 %;17,72 %;99,64 %;-27
25;NORTE DE SAN;94;TOLEDO;TOLEDO;16.710;78,95 %;6.310;TRUE;TRUE;1.578;11;43;6.237;6.955;11;1.199;43;43;307;0;78,95 %;13.192;8.608;65,25 %;8.542;51;124;1.054;7.364;1,44 %;0,59 %;12,24 %;85,55 %;99,83 %;-15
7;BOYACA;166;NOBSA;NOBSA;16.773;81,92 %;-2.657;FALSE;FALSE;53;316;40;7.183;6.558;2;6.871;40;40;344;0;81,92 %;13.741;10.822;78,76 %;10.750;69;125;6.641;3.984;1,16 %;0,64 %;61,37 %;36,81 %;99,97 %;-3
1;ANTIOQUIA;229;SAN JERONIMO;SAN JERONIMO;16.778;82,57 %;4.290;TRUE;TRUE;155;108;42;6.721;7.133;5;2.771;42;42;330;0;82,57 %;13.854;8.311;59,99 %;8.203;85;149;1.882;6.172;1,79 %;1,02 %;22,64 %;74,26 %;99,72 %;-23
31;VALLE;67;LA CUMBRE;LA CUMBRE;16.836;85,08 %;-901;FALSE;FALSE;235;72;45;6.966;7.358;10;1.432;45;45;318;0;85,08 %;14.324;8.938;62,40 %;8.857;66;112;4.823;3.922;1,25 %;0,74 %;53,96 %;43,88 %;99,83 %;-15
24;RISARALDA;70;PUEBLO RICO;PUEBLO RICO;16.910;72,19 %;-3.237;FALSE;FALSE;1.020;17;37;5.913;6.295;7;1.744;37;37;330;0;72,19 %;12.208;7.518;61,58 %;7.436;53;67;5.303;2.066;0,89 %;0,70 %;70,54 %;27,48 %;99,61 %;-29
19;HUILA;10;AIPE;AIPE;16.945;96,34 %;2.553;TRUE;FALSE;802;21;50;8.012;8.312;6;2.721;50;50;326;0;96,34 %;16.324;10.389;63,64 %;10.278;92;137;3.794;6.347;1,32 %;0,89 %;36,52 %;61,09 %;99,82 %;-19
1;ANTIOQUIA;268;TAMESIS;TAMESIS;16.967;89,29 %;3.590;TRUE;FALSE;245;69;45;7.395;7.754;4;3.787;45;45;337;0;89,29 %;15.149;9.377;61,90 %;9.266;76;170;2.753;6.343;1,81 %;0,81 %;29,36 %;67,64 %;99,63 %;-35
12;CESAR;900;TAMALAMEQUE;TAMALAMEQUE;16.991;67,39 %;-140;FALSE;FALSE;511;33;37;5.630;5.820;10;1.145;37;37;309;0;67,39 %;11.450;6.267;54,73 %;6.231;29;39;3.166;3.026;0,62 %;0,46 %;50,52 %;48,28 %;99,89 %;-7
17;CHOCO;31;NUQUI;NUQUI;17.038;42,11 %;-2.887;FALSE;FALSE;956;18;24;3.427;3.748;8;897;24;24;299;0;42,11 %;7.175;3.658;50,98 %;3.627;29;14;3.250;363;0,38 %;0,79 %;88,85 %;9,92 %;99,95 %;-2
5;BOLIVAR;16;CORDOBA;CORDOBA;17.060;91,15 %;-1.472;FALSE;FALSE;98;174;49;7.101;8.449;10;1.555;49;49;317;0;91,15 %;15.550;8.889;57,16 %;8.858;19;68;5.131;3.659;0,76 %;0,21 %;57,72 %;41,16 %;99,87 %;-12
24;RISARALDA;54;MARSELLA;MARSELLA;17.183;91,21 %;1.428;TRUE;FALSE;57;301;48;7.477;8.195;10;1.567;48;48;327;0;91,21 %;15.672;8.958;57,16 %;8.803;122;153;3.611;5.039;1,71 %;1,36 %;40,31 %;56,25 %;99,63 %;-33
52;META;80;VISTA HERMOSA;VISTA HERMOSA;17.187;84,02 %;689;TRUE;FALSE;4.084;4;47;6.465;7.976;11;1.313;47;47;307;0;84,02 %;14.441;8.927;61,82 %;8.738;165;165;3.942;4.631;1,85 %;1,85 %;44,16 %;51,88 %;99,73 %;-24
23;NARIÑO;106;PUPIALES;PUPIALES;17.254;90,64 %;-2.485;FALSE;FALSE;135;128;46;8.077;7.562;3;5.213;46;46;340;0;90,64 %;15.639;11.223;71,76 %;11.069;135;138;6.708;4.223;1,23 %;1,20 %;59,77 %;37,63 %;99,83 %;-19
21;MAGDALENA;60;SABANAS DE SAN ANGEL;SABANAS DE SAN ANGEL;17.307;73,39 %;1.409;TRUE;FALSE;1.195;14;42;5.563;7.138;11;1.155;42;42;302;0;73,39 %;12.701;6.804;53,57 %;6.763;29;58;2.648;4.057;0,85 %;0,43 %;38,92 %;59,63 %;99,82 %;-12
7;BOYACA;139;VILLA DE LEIVA;VILLA DE LEIVA;17.311;81,47 %;2.434;TRUE;FALSE;128;135;41;7.305;6.799;2;7.052;41;41;344;0;81,47 %;14.104;10.740;76,15 %;10.650;81;216;4.000;6.434;2,01 %;0,75 %;37,24 %;59,91 %;99,92 %;-9
21;MAGDALENA;8;ALGARROBO;ALGARROBO;17.370;64,23 %;-3.182;FALSE;FALSE;403;43;35;5.338;5.818;5;2.231;35;35;319;0;64,23 %;11.156;5.978;53,59 %;5.941;26;45;4.539;1.357;0,75 %;0,43 %;75,93 %;22,70 %;99,82 %;-11
31;VALLE;94;SAN PEDRO;SAN PEDRO;17.545;86,95 %;-1.760;FALSE;FALSE;240;73;53;7.554;7.701;15;1.017;53;53;288;0;86,95 %;15.255;9.282;60,85 %;9.190;81;110;5.420;3.660;1,19 %;0,87 %;58,39 %;39,43 %;99,88 %;-11
27;SANTANDER;71;EL CARMEN DE CHUCHRÍ;EL CARMEN;17.638;71,21 %;6.830;TRUE;TRUE;1.723;10;43;5.716;6.844;16;785;43;43;292;0;71,21 %;12.560;8.674;69,06 %;8.606;54;96;840;7.670;1,11 %;0,62 %;9,68 %;88,43 %;99,84 %;-14
31;VALLE;10;ANSERMANUEVO;ANSERMANUEVO;17.659;105,84 %;2.230;TRUE;FALSE;346;51;64;8.787;9.903;19;984;64;64;292;0;105,84 %;18.690;9.524;50,96 %;9.402;98;152;3.510;5.740;1,60 %;1,03 %;36,85 %;60,27 %;99,75 %;-24
15;CUNDINAMARCA;10;ANAPOIMA;ANAPOIMA;17.717;76,34 %;3.258;TRUE;FALSE;124;143;39;6.619;6.907;4;3.382;39;39;347;0;76,34 %;13.526;9.411;69,58 %;9.332;66;122;2.976;6.234;1,30 %;0,70 %;31,62 %;66,24 %;99,86 %;-13
24;RISARALDA;62;MISTRATO;MISTRATO;17.740;71,89 %;-1.700;FALSE;FALSE;483;37;40;6.162;6.592;5;2.551;40;40;319;0;71,89 %;12.754;8.099;63,50 %;7.970;100;104;4.783;3.083;1,28 %;1,23 %;59,06 %;38,07 %;99,64 %;-29
3;ATLANTICO;47;SANTA LUCIA;SANTA LUCIA;17.815;75,58 %;2.368;TRUE;FALSE;84;212;39;6.608;6.857;2;6.733;39;39;345;0;75,58 %;13.465;6.807;50,55 %;6.774;23;42;2.182;4.550;0,62 %;0,34 %;32,06 %;66,84 %;99,85 %;-10
46;CASANARE;520;MANI;MANI;17.839;67,58 %;3.385;TRUE;FALSE;3.860;5;40;5.616;6.440;11;1.096;40;40;301;0;67,58 %;12.056;8.170;67,77 %;8.083;76;116;2.291;5.676;1,42 %;0,93 %;28,04 %;69,47 %;99,87 %;-11
3;ATLANTICO;10;CANDELARIA;CANDELARIA;17.913;82,78 %;1.447;TRUE;FALSE;285;63;44;7.268;7.561;3;4.943;44;44;337;0;82,78 %;14.829;7.807;52,65 %;7.763;33;52;3.132;4.579;0,67 %;0,42 %;40,12 %;58,65 %;99,86 %;-11
23;NARIÑO;133;TAMINANGO;TAMINANGO;17.918;77,46 %;-7.051;FALSE;FALSE;245;73;44;6.932;6.948;8;1.735;44;44;315;0;77,46 %;13.880;10.602;76,38 %;10.500;49;95;8.728;1.677;0,90 %;0,46 %;82,32 %;15,82 %;99,50 %;-53
