dept_code;dept_name;muni_code;muni_name;muni_name;poblacion_2025;CEN/POP;VOTE DIF;AVEWIN;LANDSLIDE;area_km2;Pop/km2;mesas_total;censo_mujeres;censo_hombres;puestos;Personas/puesto;mesas_censo;mesas_escrutadas;Personas/mesa;DIF-MESAS;Elect/poblacion;censo_electoral;votantes;% votantes;votos_validos;votos_nulos;votos_blancos;cepeda;espriella;% blanco;% nulos;%cepeda;%espriella;SUM;DIF
13;CORDOBA;34;PURISIMA;PURISIMA;17.962;81,78 %;1.254;TRUE;FALSE;132;136;45;7.149;7.540;5;2.938;45;45;326;0;81,78 %;14.689;8.912;60,67 %;8.856;37;70;3.766;5.020;0,79 %;0,42 %;42,26 %;56,33 %;99,79 %;-19
11;CAUCA;67;PURACE (COCONUCO);PURACE (COCONUCO);17.992;55,79 %;-3.353;FALSE;FALSE;707;25;31;5.119;4.919;5;2.008;31;31;324;0;55,79 %;10.038;6.954;69,28 %;6.873;55;72;5.077;1.724;1,04 %;0,79 %;73,01 %;24,79 %;99,63 %;-26
5;BOLIVAR;121;TURBANA;TURBANA;18.035;94,62 %;-5.212;FALSE;FALSE;148;122;50;8.251;8.814;5;3.413;50;50;341;0;94,62 %;17.065;10.644;62,37 %;10.613;22;71;7.877;2.665;0,67 %;0,21 %;74,00 %;25,04 %;99,92 %;-9
25;NORTE DE SAN;91;TEORAMA;TEORAMA;18.091;67,67 %;-5.012;FALSE;FALSE;852;21;40;5.564;6.679;10;1.224;40;40;306;0;67,67 %;12.243;7.176;58,61 %;7.109;56;89;6.016;1.004;1,24 %;0,78 %;83,84 %;13,99 %;99,85 %;-11
19;HUILA;79;TARQUI;TARQUI;18.153;72,62 %;4.253;TRUE;TRUE;308;59;41;6.497;6.686;6;2.197;41;41;322;0;72,62 %;13.183;8.789;66,67 %;8.729;52;134;2.171;6.424;1,52 %;0,59 %;24,70 %;73,09 %;99,91 %;-8
1;ANTIOQUIA;235;SAN PEDRO;SAN PEDRO;18.196;132,06 %;8.782;TRUE;TRUE;240;76;71;11.865;12.164;9;2.670;71;71;338;0;132,06 %;24.029;15.937;66,32 %;15.725;190;399;3.272;12.054;2,50 %;1,19 %;20,53 %;75,64 %;99,86 %;-22
5;BOLIVAR;41;MONTECRISTO;MONTECRISTO;18.234;59,27 %;-473;FALSE;FALSE;2.079;9;37;4.545;6.262;15;720;37;37;292;0;59,27 %;10.807;4.732;43,79 %;4.703;18;60;2.558;2.085;1,27 %;0,38 %;54,06 %;44,06 %;99,77 %;-11
9;CALDAS;55;MANZANARES;MANZANARES;18.280;84,18 %;4.781;TRUE;TRUE;244;75;48;7.294;8.094;8;1.924;48;48;321;0;84,18 %;15.388;8.693;56,49 %;8.549;122;170;1.799;6.580;1,96 %;1,40 %;20,69 %;75,69 %;99,75 %;-22
13;CORDOBA;16;CHIMA;CHIMA;18.287;74,77 %;-719;FALSE;FALSE;152;120;43;6.521;7.152;9;1.519;43;43;318;0;74,77 %;13.673;8.764;64,10 %;8.737;21;46;4.705;3.986;0,52 %;0,24 %;53,69 %;45,48 %;99,93 %;-6
15;CUNDINAMARCA;289;TOCAIMA;TOCAIMA;18.320;71,20 %;2.254;TRUE;FALSE;246;74;38;6.397;6.647;3;4.348;38;38;343;0;71,20 %;13.044;7.837;60,08 %;7.763;68;95;2.707;4.961;1,21 %;0,87 %;34,54 %;63,30 %;99,92 %;-6
17;CHOCO;43;TADO;TADO;18.335;79,80 %;-4.477;FALSE;FALSE;878;21;49;7.574;7.057;13;1.125;49;49;299;0;79,80 %;14.631;7.854;53,68 %;7.608;216;81;6.002;1.525;1,03 %;2,75 %;76,42 %;19,42 %;99,62 %;-30
15;CUNDINAMARCA;202;PUERTO SALGAR;PUERTO SALGAR;18.387;72,57 %;1.079;TRUE;FALSE;521;35;40;6.554;6.790;5;2.669;40;40;334;0;72,57 %;13.344;7.970;59,73 %;7.857;103;94;3.342;4.421;1,18 %;1,29 %;41,93 %;55,47 %;99,87 %;-10
46;CASANARE;540;MONTERREY;MONTERREY;18.397;68,67 %;3.843;TRUE;FALSE;879;21;39;6.364;6.270;6;2.106;39;39;324;0;68,67 %;12.634;9.152;72,44 %;9.007;129;162;2.501;6.344;1,77 %;1,41 %;27,33 %;69,32 %;99,83 %;-16
23;NARIÑO;121;SAN LORENZO;SAN LORENZO;18.437;73,53 %;-2.528;FALSE;FALSE;267;69;41;6.447;7.110;9;1.506;41;41;331;0;73,53 %;13.557;9.786;72,18 %;9.556;204;144;5.970;3.442;1,47 %;2,08 %;61,01 %;35,17 %;99,73 %;-26
15;CUNDINAMARCA;256;SUBACHOQUE;SUBACHOQUE;18.466;72,22 %;4.191;TRUE;FALSE;212;87;40;6.647;6.690;4;3.334;40;40;333;0;72,22 %;13.337;10.332;77,47 %;10.202;127;203;2.904;7.095;1,96 %;1,23 %;28,11 %;68,67 %;99,97 %;-3
29;TOLIMA;22;CAJAMARCA;CAJAMARCA;18.578;91,96 %;2.393;TRUE;FALSE;800;23;51;7.982;9.103;5;3.417;51;51;335;0;91,96 %;17.085;10.069;58,93 %;9.894;162;137;3.682;6.075;1,36 %;1,61 %;36,57 %;60,33 %;99,87 %;-13
11;CAUCA;4;ALMAGUER;ALMAGUER;18.615;69,18 %;-8.622;FALSE;FALSE;320;58;43;6.295;6.582;12;1.073;43;43;299;0;69,18 %;12.877;9.758;75,78 %;9.622;109;174;9.035;413;1,78 %;1,12 %;92,59 %;4,23 %;99,72 %;-27
31;VALLE;40;CALIMA (DARIEN);CALIMA (DARIEN);18.628;83,68 %;-316;FALSE;FALSE;1.154;16;54;7.718;7.869;19;820;54;54;289;0;83,68 %;15.587;9.578;61,45 %;9.460;103;172;4.802;4.486;1,80 %;1,08 %;50,14 %;46,84 %;99,84 %;-15
12;CESAR;750;RIO DE ORO;RIO DE ORO;18.674;91,52 %;3.735;TRUE;FALSE;613;30;55;7.806;9.285;13;1.315;55;55;311;0;91,52 %;17.091;10.561;61,79 %;10.483;69;128;3.310;7.045;1,21 %;0,65 %;31,34 %;66,71 %;99,91 %;-9
15;CUNDINAMARCA;118;GUASCA;GUASCA;18.677;67,27 %;1.184;TRUE;FALSE;346;54;37;6.204;6.360;2;6.282;37;37;340;0;67,27 %;12.564;9.289;73,93 %;9.082;197;222;3.838;5.022;2,39 %;2,12 %;41,32 %;54,06 %;99,89 %;-10
23;NARIÑO;73;LA CRUZ;LA CRUZ;18.681;75,25 %;-4.257;FALSE;FALSE;237;79;46;7.107;6.950;10;1.406;46;46;306;0;75,25 %;14.057;10.520;74,84 %;10.397;106;134;7.260;3.003;1,27 %;1,01 %;69,01 %;28,55 %;99,84 %;-17
7;BOYACA;100;GARAGOA;GARAGOA;18.687;67,49 %;2.074;TRUE;FALSE;191;98;38;6.646;5.965;4;3.153;38;38;332;0;67,49 %;12.611;8.876;70,38 %;8.775;95;159;3.271;5.345;1,79 %;1,07 %;36,85 %;60,22 %;99,93 %;-6
19;HUILA;40;GUADALUPE;GUADALUPE;18.744;78,92 %;4.269;TRUE;TRUE;382;49;44;7.012;7.780;3;4.931;44;44;336;0;78,92 %;14.792;9.350;63,21 %;9.220;101;149;2.401;6.670;1,59 %;1,08 %;25,68 %;71,34 %;99,69 %;-29
29;TOLIMA;70;LERIDA;LERIDA;18.755;83,09 %;-988;FALSE;FALSE;281;67;47;7.909;7.674;5;3.117;47;47;332;0;83,09 %;15.583;9.598;61,59 %;9.455;130;85;5.179;4.191;0,89 %;1,35 %;53,96 %;43,67 %;99,86 %;-13
11;CAUCA;34;JAMBALO;JAMBALO;19.019;54,26 %;-8.566;FALSE;FALSE;254;75;33;5.100;5.220;8;1.290;33;33;313;0;54,26 %;10.320;9.071;87,90 %;9.019;39;53;8.766;200;0,58 %;0,43 %;96,64 %;2,20 %;99,86 %;-13
44;CAQUETA;6;EL PAUJIL;EL PAUJIL;19.065;60,79 %;-604;FALSE;FALSE;1.338;14;34;5.576;6.014;3;3.863;34;34;341;0;60,79 %;11.590;7.635;65,88 %;7.486;110;174;3.958;3.354;2,28 %;1,44 %;51,84 %;43,93 %;99,49 %;-39
52;META;50;RESTREPO;RESTREPO;19.099;96,92 %;4.475;TRUE;FALSE;237;81;53;9.038;9.473;1;18.511;53;53;349;0;96,92 %;18.511;12.721;68,72 %;12.641;72;182;3.992;8.467;1,43 %;0,57 %;31,38 %;66,56 %;99,94 %;-8
1;ANTIOQUIA;220;SALGAR;SALGAR;19.124;74,40 %;5.519;TRUE;TRUE;418;46;43;6.740;7.488;6;2.371;43;43;331;0;74,40 %;14.228;7.108;49,96 %;7.043;43;76;724;6.243;1,07 %;0,60 %;10,19 %;87,83 %;99,69 %;-22
7;BOYACA;235;SAMACA;SAMACA;19.193;85,22 %;4.458;TRUE;FALSE;160;120;47;8.000;8.357;2;8.179;47;47;348;0;85,22 %;16.357;11.770;71,96 %;11.629;129;177;3.497;7.955;1,50 %;1,10 %;29,71 %;67,59 %;99,90 %;-12
28;SUCRE;49;GUARANDA;GUARANDA;19.239;79,77 %;2.727;TRUE;FALSE;370;52;51;7.095;8.252;15;1.023;51;51;301;0;79,77 %;15.347;7.872;51,29 %;7.837;23;70;2.520;5.247;0,89 %;0,29 %;32,01 %;66,65 %;99,85 %;-12
29;TOLIMA;19;ATACO;ATACO;19.258;86,86 %;4.834;TRUE;TRUE;1.122;17;54;7.490;9.237;19;880;54;54;310;0;86,86 %;16.727;8.886;53,12 %;8.809;58;103;1.936;6.770;1,16 %;0,65 %;21,79 %;76,19 %;99,79 %;-19
25;NORTE DE SAN;28;CHINACOTA;CHINACOTA;19.307;83,07 %;6.465;TRUE;TRUE;166;116;48;8.104;7.935;5;3.208;48;48;334;0;83,07 %;16.039;10.379;64,71 %;10.294;75;127;1.851;8.316;1,22 %;0,72 %;17,83 %;80,12 %;99,90 %;-10
31;VALLE;103;TRUJILLO;TRUJILLO;19.358;86,77 %;2.166;TRUE;FALSE;221;88;56;8.055;8.742;17;988;56;56;300;0;86,77 %;16.797;9.614;57,24 %;9.484;112;162;3.578;5.744;1,69 %;1,16 %;37,22 %;59,75 %;99,81 %;-18
12;CESAR;600;LA GLORIA;LA GLORIA;19.362;61,71 %;1.134;TRUE;FALSE;736;26;39;5.717;6.231;9;1.328;39;39;306;0;61,71 %;11.948;7.808;65,35 %;7.748;52;66;3.274;4.408;0,85 %;0,67 %;41,93 %;56,45 %;99,90 %;-8
23;NARIÑO;52;GUACHUCAL;GUACHUCAL;19.379;76,86 %;-6.507;FALSE;FALSE;159;122;45;7.776;7.118;5;2.979;45;45;331;0;76,86 %;14.894;11.744;78,85 %;11.663;58;100;9.035;2.528;0,85 %;0,49 %;76,93 %;21,53 %;99,80 %;-23
11;CAUCA;43;LOPEZ (MICAY);LOPEZ (MICAY);19.392;70,76 %;-7.322;FALSE;FALSE;3.241;6;61;6.497;7.225;39;352;61;61;225;0;70,76 %;13.722;8.634;62,92 %;8.529;80;109;7.871;549;1,26 %;0,93 %;91,16 %;6,36 %;99,71 %;-25
3;ATLANTICO;58;TUBARA;TUBARA;19.633;54,89 %;-2.338;FALSE;FALSE;176;112;34;5.174;5.603;6;1.796;34;34;317;0;54,89 %;10.777;7.512;69,70 %;7.484;22;42;4.890;2.552;0,56 %;0,29 %;65,10 %;33,97 %;99,92 %;-6
5;BOLIVAR;113;TIQUISIO (PTO. RICO);TIQUISIO (PTO. RICO);19.715;78,31 %;254;TRUE;FALSE;758;26;51;6.824;8.614;15;1.029;51;51;303;0;78,31 %;15.438;6.893;44,65 %;6.858;22;76;3.264;3.518;1,10 %;0,32 %;47,35 %;51,04 %;99,81 %;-13
13;CORDOBA;23;LOS CORDOBAS;LOS CORDOBAS;19.730;87,70 %;410;TRUE;FALSE;430;46;56;8.260;9.043;11;1.573;56;56;309;0;87,70 %;17.303;9.708;56,11 %;9.652;35;90;4.576;4.986;0,93 %;0,36 %;47,14 %;51,36 %;99,78 %;-21
15;CUNDINAMARCA;37;CAQUEZA;CAQUEZA;19.804;75,31 %;3.283;TRUE;FALSE;120;165;44;7.230;7.684;4;3.729;44;44;339;0;75,31 %;14.914;10.740;72,01 %;10.617;110;150;3.592;6.875;1,40 %;1,02 %;33,45 %;64,01 %;99,88 %;-13
5;BOLIVAR;70;SAN ESTANISLAO;SAN ESTANISLAO;19.809;83,58 %;810;TRUE;FALSE;208;95;48;8.208;8.348;2;8.278;48;48;345;0;83,58 %;16.556;9.483;57,28 %;9.429;36;99;4.260;5.070;1,04 %;0,38 %;44,92 %;53,46 %;99,81 %;-18
23;NARIÑO;118;SANDONA;SANDONA;19.811;87,68 %;-5.919;FALSE;FALSE;101;196;54;8.824;8.547;9;1.930;54;54;322;0;87,68 %;17.371;12.605;72,56 %;12.451;134;128;9.121;3.202;1,02 %;1,06 %;72,36 %;25,40 %;99,84 %;-20
5;BOLIVAR;97;SIMITI;SIMITI;19.828;70,07 %;2.091;TRUE;FALSE;1.445;14;50;6.218;7.675;17;817;50;50;278;0;70,07 %;13.893;7.914;56,96 %;7.862;44;87;2.842;4.933;1,10 %;0,56 %;35,91 %;62,33 %;99,90 %;-8
28;SUCRE;240;SAN PEDRO;SAN PEDRO;19.865;89,50 %;-994;FALSE;FALSE;240;83;52;8.666;9.114;4;4.445;52;52;342;0;89,50 %;17.780;10.961;61,65 %;10.920;30;82;5.916;4.922;0,75 %;0,27 %;53,97 %;44,90 %;99,90 %;-11
1;ANTIOQUIA;206;PUERTO TRIUNFO;PUERTO TRIUNFO;19.871;76,92 %;3.502;TRUE;FALSE;361;55;47;7.396;7.888;8;1.911;47;47;325;0;76,92 %;15.284;8.745;57,22 %;8.658;66;110;2.523;6.025;1,26 %;0,75 %;28,85 %;68,90 %;99,76 %;-21
44;CAQUETA;5;EL DONCELLO;EL DONCELLO;19.907;80,31 %;1.461;TRUE;FALSE;1.250;16;49;7.929;8.059;7;2.284;49;49;326;0;80,31 %;15.988;10.364;64,82 %;10.183;152;272;4.225;5.686;2,62 %;1,47 %;40,77 %;54,86 %;99,72 %;-29
9;CALDAS;109;SALAMINA;SALAMINA;19.923;73,80 %;3.386;TRUE;FALSE;175;114;45;7.024;7.679;7;2.100;45;45;327;0;73,80 %;14.703;8.398;57,12 %;8.214;153;174;2.327;5.713;2,07 %;1,82 %;27,71 %;68,03 %;99,63 %;-31
13;CORDOBA;14;COTORRA (BONGO);COTORRA (BONGO);19.970;84,46 %;-1.630;FALSE;FALSE;89;224;51;8.427;8.439;9;1.874;51;51;331;0;84,46 %;16.866;10.926;64,78 %;10.888;30;80;6.219;4.589;0,73 %;0,27 %;56,92 %;42,00 %;99,93 %;-8
17;CHOCO;15;CARMEN DEL DARIEN;CARMEN DEL DARIEN;19.973;51,52 %;-4.023;FALSE;FALSE;4.700;4;39;4.874;5.416;17;605;39;39;264;0;51,52 %;10.290;5.554;53,97 %;5.458;82;55;4.713;690;0,99 %;1,48 %;84,86 %;12,42 %;99,75 %;-14
1;ANTIOQUIA;28;ANORI;ANORI;20.011;68,48 %;-1.029;FALSE;FALSE;1.447;14;43;6.363;7.340;8;1.713;43;43;319;0;68,48 %;13.703;7.208;52,60 %;7.034;118;365;3.849;2.820;5,06 %;1,64 %;53,40 %;39,12 %;99,22 %;-56
23;NARIÑO;109;RICAURTE;RICAURTE;20.102;93,27 %;-8.476;FALSE;FALSE;1.211;17;62;9.040;9.709;18;1.042;62;62;302;0;93,27 %;18.749;11.817;63,03 %;11.691;70;81;10.043;1.567;0,69 %;0,59 %;84,99 %;13,26 %;99,53 %;-56
25;NORTE DE SAN;22;CONVENCION;CONVENCION;20.111;82,75 %;-245;FALSE;FALSE;829;24;55;7.527;9.114;14;1.189;55;55;303;0;82,75 %;16.641;8.064;48,46 %;7.966;86;139;4.036;3.791;1,72 %;1,07 %;50,05 %;47,01 %;99,85 %;-12
28;SUCRE;41;COVEÑAS;COVEÑAS;20.185;77,36 %;-1.159;FALSE;FALSE;74;273;47;7.464;8.151;5;3.123;47;47;332;0;77,36 %;15.615;9.883;63,29 %;9.820;50;97;5.441;4.282;0,98 %;0,51 %;55,05 %;43,33 %;99,87 %;-13
64;PUTUMAYO;18;SAN MIGUEL (LA DORADA);SAN MIGUEL (LA DORADA);20.242;78,66 %;-7.270;FALSE;FALSE;71;285;51;7.657;8.265;9;1.769;51;51;312;0;78,66 %;15.922;9.670;60,73 %;9.559;91;119;8.355;1.085;1,23 %;0,94 %;86,40 %;11,22 %;99,79 %;-20
9;CALDAS;85;PENSILVANIA;PENSILVANIA;20.295;80,30 %;4.666;TRUE;TRUE;513;40;53;7.687;8.610;14;1.164;53;53;307;0;80,30 %;16.297;9.497;58,27 %;9.339;129;199;2.237;6.903;2,10 %;1,36 %;23,55 %;72,69 %;99,69 %;-29
15;CUNDINAMARCA;325;VILLAPINZON;VILLAPINZON;20.330;71,98 %;6.840;TRUE;TRUE;249;82;42;7.094;7.539;2;7.317;42;42;348;0;71,98 %;14.633;11.672;79,76 %;11.556;108;222;2.247;9.087;1,90 %;0,93 %;19,25 %;77,85 %;99,93 %;-8
3;ATLANTICO;34;POLONUEVO;POLONUEVO;20.361;74,52 %;-4.561;FALSE;FALSE;72;283;44;7.590;7.584;3;5.058;44;44;345;0;74,52 %;15.174;9.877;65,09 %;9.827;37;46;7.171;2.610;0,47 %;0,37 %;72,60 %;26,43 %;99,87 %;-13
11;CAUCA;29;GUACHENE;GUACHENE;20.502;71,94 %;-7.385;FALSE;FALSE;392;52;47;8.148;6.601;11;1.341;47;47;314;0;71,94 %;14.749;11.044;74,88 %;10.871;165;104;9.076;1.691;0,94 %;1,49 %;82,18 %;15,31 %;99,93 %;-8
9;CALDAS;115;SAMANA;SAMANA;20.513;81,43 %;5.123;TRUE;TRUE;809;25;54;7.889;8.814;15;1.114;54;54;309;0;81,43 %;16.703;9.770;58,49 %;9.593;143;160;2.155;7.278;1,64 %;1,46 %;22,06 %;74,49 %;99,65 %;-34
13;CORDOBA;24;MOMIL;MOMIL;20.550;73,20 %;20;TRUE;FALSE;152;135;44;7.526;7.517;4;3.761;44;44;342;0;73,20 %;15.043;9.540;63,42 %;9.494;35;100;4.687;4.707;1,05 %;0,37 %;49,13 %;49,34 %;99,88 %;-11
15;CUNDINAMARCA;151;LA VEGA;LA VEGA;20.560;71,05 %;4.665;TRUE;TRUE;153;134;42;7.239;7.368;2;7.304;42;42;348;0;71,05 %;14.607;10.271;70,32 %;10.186;75;131;2.695;7.360;1,28 %;0,73 %;26,24 %;71,66 %;99,90 %;-10
1;ANTIOQUIA;112;DON MATIAS;DON MATIAS;20.645;93,13 %;6.319;TRUE;TRUE;181;114;55;9.852;9.375;3;6.409;55;55;350;0;93,13 %;19.227;10.362;53,89 %;10.252;92;251;1.841;8.160;2,42 %;0,89 %;17,77 %;78,75 %;99,83 %;-18
15;CUNDINAMARCA;259;SUESCA;SUESCA;20.670;58,36 %;-1.296;FALSE;FALSE;177;117;36;6.133;5.931;4;3.016;36;36;335;0;58,36 %;12.064;9.303;77,11 %;9.115;171;191;5.110;3.814;2,05 %;1,84 %;54,93 %;41,00 %;99,82 %;-17
12;CESAR;650;PAILITAS;PAILITAS;20.681;80,83 %;1.262;TRUE;FALSE;512;40;50;8.239;8.478;6;2.786;50;50;334;0;80,83 %;16.717;9.910;59,28 %;9.820;79;94;4.232;5.494;0,95 %;0,80 %;42,70 %;55,44 %;99,89 %;-11
72;VICHADA;1;PUERTO CARREÑO;PUERTO CARREÑO;21.007;101,09 %;1.830;TRUE;FALSE;12.897;2;66;10.042;11.195;10;2.124;66;66;322;0;101,09 %;21.237;9.559;45,01 %;9.434;89;136;3.734;5.564;1,42 %;0,93 %;39,06 %;58,21 %;99,62 %;-36
1;ANTIOQUIA;300;YONDO-CASABE;YONDO-CASABE;21.065;76,53 %;245;TRUE;FALSE;1.881;11;50;7.470;8.651;7;2.303;50;50;322;0;76,53 %;16.121;10.486;65,05 %;10.293;172;166;4.941;5.186;1,58 %;1,64 %;47,12 %;49,46 %;99,80 %;-21
40;ARAUCA;17;FORTUL;FORTUL;21.110;66,19 %;-3.530;FALSE;FALSE;1.125;19;42;6.785;7.188;5;2.795;42;42;333;0;66,19 %;13.973;8.046;57,58 %;7.895;137;177;5.624;2.094;2,20 %;1,70 %;69,90 %;26,03 %;99,83 %;-14
1;ANTIOQUIA;4;ABEJORRAL;ABEJORRAL;21.246;72,47 %;5.809;TRUE;TRUE;497;43;48;7.312;8.086;7;2.200;48;48;321;0;72,47 %;15.398;8.879;57,66 %;8.774;59;151;1.407;7.216;1,70 %;0,66 %;15,85 %;81,27 %;99,48 %;-46
15;CUNDINAMARCA;100;GACHANCIPA;GACHANCIPA;21.374;61,20 %;-1.878;FALSE;FALSE;44;486;38;6.561;6.520;2;6.541;38;38;344;0;61,20 %;13.081;10.129;77,43 %;9.976;144;192;5.831;3.953;1,90 %;1,42 %;57,57 %;39,03 %;99,91 %;-9
21;MAGDALENA;70;SAN SEBASTIAN DE BUENAVISTA;SAN SEBASTIAN DE BUENAVISTA;21.413;84,83 %;1.670;TRUE;FALSE;413;52;58;8.519;9.645;15;1.211;58;58;313;0;84,83 %;18.164;9.877;54,38 %;9.840;20;60;4.055;5.725;0,61 %;0,20 %;41,05 %;57,96 %;99,83 %;-17
12;CESAR;850;SAN DIEGO;SAN DIEGO;21.484;82,43 %;441;TRUE;FALSE;670;32;55;8.824;8.886;8;2.214;55;55;322;0;82,43 %;17.710;10.783;60,89 %;10.702;69;123;5.069;5.510;1,14 %;0,64 %;47,01 %;51,10 %;99,89 %;-12
29;TOLIMA;103;ROVIRA;ROVIRA;21.650;99,77 %;5.992;TRUE;TRUE;818;26;70;9.965;11.635;20;1.080;70;70;309;0;99,77 %;21.600;11.539;53,42 %;11.405;109;149;2.632;8.624;1,29 %;0,94 %;22,81 %;74,74 %;99,78 %;-25
1;ANTIOQUIA;127;FRONTINO;FRONTINO;21.679;83,89 %;1.480;TRUE;FALSE;1.236;18;58;8.708;9.479;15;1.212;58;58;314;0;83,89 %;18.187;8.460;46,52 %;8.348;77;164;3.352;4.832;1,94 %;0,91 %;39,62 %;57,12 %;99,59 %;-35
9;CALDAS;76;NEIRA;NEIRA;21.691;91,27 %;4.274;TRUE;FALSE;350;62;60;9.557;10.241;9;2.200;60;60;330;0;91,27 %;19.798;11.834;59,77 %;11.530;253;224;3.516;7.790;1,89 %;2,14 %;29,71 %;65,83 %;99,57 %;-51
21;MAGDALENA;30;EL RETEN;EL RETEN;21.786;76,92 %;-5.317;FALSE;FALSE;274;80;49;8.311;8.447;3;5.586;49;49;342;0;76,92 %;16.758;8.954;53,43 %;8.895;48;74;7.069;1.752;0,83 %;0,54 %;78,95 %;19,57 %;99,88 %;-11
11;CAUCA;98;VILLA RICA;VILLA RICA;21.846;72,64 %;-8.361;FALSE;FALSE;74;295;46;8.558;7.311;3;5.290;46;46;345;0;72,64 %;15.869;11.009;69,37 %;10.837;159;86;9.556;1.195;0,78 %;1,44 %;86,80 %;10,85 %;99,88 %;-13
21;MAGDALENA;42;NUEVA GRANADA;NUEVA GRANADA;21.904;78,85 %;1.837;TRUE;FALSE;1.120;20;52;7.896;9.375;6;2.879;52;52;332;0;78,85 %;17.271;9.671;56,00 %;9.609;42;104;3.834;5.671;1,08 %;0,43 %;39,64 %;58,64 %;99,79 %;-20
13;CORDOBA;7;BUENAVISTA;BUENAVISTA;21.909;88,42 %;-3.627;FALSE;FALSE;144;152;63;9.311;10.062;12;1.614;63;63;308;0;88,42 %;19.373;11.075;57,17 %;11.016;42;101;7.271;3.644;0,91 %;0,38 %;65,65 %;32,90 %;99,85 %;-17
1;ANTIOQUIA;231;SAN JUAN DE URABA;SAN JUAN DE URABA;21.945;96,23 %;1.485;TRUE;FALSE;239;92;64;10.334;10.783;9;2.346;64;64;330;0;96,23 %;21.117;10.309;48,82 %;10.249;32;128;4.318;5.803;1,24 %;0,31 %;41,89 %;56,29 %;99,73 %;-28
11;CAUCA;6;BALBOA;BALBOA;21.953;81,06 %;-10.746;FALSE;FALSE;119;184;55;8.531;9.265;11;1.618;55;55;324;0;81,06 %;17.796;14.851;83,45 %;14.324;499;254;12.408;1.662;1,71 %;3,36 %;83,55 %;11,19 %;99,81 %;-28
12;CESAR;170;ASTREA;ASTREA;22.105;77,78 %;1.202;TRUE;FALSE;563;39;51;8.165;9.028;7;2.456;51;51;337;0;77,78 %;17.193;10.167;59,13 %;10.122;33;76;4.422;5.624;0,75 %;0,32 %;43,49 %;55,32 %;99,88 %;-12
27;SANTANDER;130;MALAGA;MALAGA;22.237;73,88 %;4.443;TRUE;FALSE;58;383;52;8.542;7.887;9;1.825;52;52;316;0;73,88 %;16.429;11.251;68,48 %;11.160;87;209;3.254;7.697;1,86 %;0,77 %;28,92 %;68,41 %;99,96 %;-4
3;ATLANTICO;25;MANATI;MANATI;22.338;76,58 %;2.240;TRUE;FALSE;206;108;49;8.450;8.656;1;17.106;49;49;349;0;76,58 %;17.106;7.848;45,88 %;7.818;21;68;2.755;4.995;0,87 %;0,27 %;35,10 %;63,65 %;99,89 %;-9
25;NORTE DE SAN;36;EL TARRA;EL TARRA;22.448;72,76 %;-5.142;FALSE;FALSE;471;48;51;7.417;8.916;8;2.042;51;51;320;0;72,76 %;16.333;8.233;50,41 %;8.130;83;100;6.586;1.444;1,21 %;1,01 %;80,00 %;17,54 %;99,76 %;-20
19;HUILA;88;TIMANA;TIMANA;22.598;76,50 %;5.775;TRUE;TRUE;182;124;51;8.341;8.946;4;4.322;51;51;339;0;76,50 %;17.287;11.347;65,64 %;11.250;84;151;2.662;8.437;1,33 %;0,74 %;23,46 %;74,35 %;99,89 %;-13
23;NARIÑO;41;EL CHARCO;EL CHARCO;22.601;78,97 %;-9.116;FALSE;FALSE;1.285;18;60;8.301;9.548;18;992;60;60;297;0;78,97 %;17.849;10.718;60,05 %;10.536;137;98;9.777;661;0,91 %;1,28 %;91,22 %;6,17 %;99,58 %;-45
1;ANTIOQUIA;241;SAN ROQUE;SAN ROQUE;22.618;73,72 %;5.585;TRUE;TRUE;441;51;50;7.942;8.733;5;3.335;50;50;334;0;73,72 %;16.675;9.456;56,71 %;9.345;79;160;1.800;7.385;1,69 %;0,84 %;19,04 %;78,10 %;99,66 %;-32
29;TOLIMA;34;COYAIMA;COYAIMA;22.656;83,07 %;-1.193;FALSE;FALSE;664;34;59;9.092;9.728;10;1.882;59;59;319;0;83,07 %;18.820;11.540;61,32 %;11.439;58;62;6.285;5.092;0,54 %;0,50 %;54,46 %;44,12 %;99,63 %;-43
1;ANTIOQUIA;100;CONCORDIA;CONCORDIA;22.713;71,90 %;5.081;TRUE;TRUE;110;206;49;7.793;8.538;4;4.083;49;49;333;0;71,90 %;16.331;7.906;48,41 %;7.802;79;125;1.298;6.379;1,58 %;1,00 %;16,42 %;80,69 %;99,68 %;-25
29;TOLIMA;97;RIOBLANCO;RIOBLANCO;22.784;79,81 %;2.951;TRUE;FALSE;1.137;20;58;8.064;10.121;14;1.299;58;58;314;0;79,81 %;18.185;8.154;44,84 %;8.044;78;145;2.474;5.425;1,78 %;0,96 %;30,34 %;66,53 %;99,61 %;-32
1;ANTIOQUIA;196;PEÑOL;PEÑOL;22.798;82,92 %;8.026;TRUE;TRUE;121;188;54;9.501;9.402;1;18.903;54;54;350;0;82,92 %;18.903;12.620;66,76 %;12.528;72;166;2.168;10.194;1,32 %;0,57 %;17,18 %;80,78 %;99,84 %;-20
31;VALLE;7;ANDALUCIA;ANDALUCIA;23.042;86,69 %;-3.047;FALSE;FALSE;316;73;59;10.197;9.779;7;2.854;59;59;339;0;86,69 %;19.976;12.268;61,41 %;12.170;87;151;7.533;4.486;1,23 %;0,71 %;61,40 %;36,57 %;99,91 %;-11
